,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
3287,9768005,804,UKR84994,84994,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Havrylova Sloboda,52.2624,33.8825,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Havrylova Sloboda, Sumy. Casualties unknown.",0,1673376405,UKR
3292,9768010,804,UKR84999,84999,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 16 December 2022, Russian forces shelled near Kherson, Kherson. One civilian was killed.",1,1673376405,UKR
3295,9768013,804,UKR85002,85002,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Dnipropetrovsk,Kryvorizkyi,Kryvorizka,Kryvyi Rih,47.9093,33.3933,1,Suspilne Media,National,"On 16 December 2022, Russian forces shelled Kryvyi Rih, Dnipropetrovsk. Two civilians were killed.",2,1673376405,UKR
3301,9768019,804,UKR85008,85008,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Mykilske,46.7225,32.8131,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Mykilske, Kherson. Casualties unknown.",0,1673376405,UKR
3317,9768035,804,UKR85024,85024,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Seredyna-Buda, Sumy. Casualties unknown.",0,1673376405,UKR
3327,9768045,804,UKR85034,85034,2022-12-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Tokarivka,46.7504,32.9513,2,Ministry of Defence of Ukraine,Other,"On 16 December 2022, Russian forces shelled near Tokarivka, Kherson. Casualties unknown.",0,1673376405,UKR
3433,9767955,804,UKR84944,84944,2022-12-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Semenivka,52.1783,32.5818,2,Suspilne Media,National,"On 15 December 2022, Russian forces shelled Semenivka territorial community (coded to Semenivka, Chernihiv region) with mortars. No casualties.",0,1673376405,UKR
3475,9767737,804,UKR84726,84726,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Buchky,52.3063,33.1137,2,Ministry of Defence of Ukraine,Other,"On 14 December 2022, Russian military forces shelled in the area of Buchky, Chernihiv. Casualties unknown.",0,1673376404,UKR
3488,9767750,804,UKR84739,84739,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Hai,52.3039,33.2837,2,Ministry of Defence of Ukraine,Other,"On 14 December 2022, Russian military forces shelled in the area of Hai, Chernihiv. Casualties unknown.",0,1673376404,UKR
3502,9767765,804,UKR84754,84754,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,2,Suspilne Media,National,"On 14 December 2022, Russian military forces shelled near Khrinivka, Chernihiv. There were no casualties.",0,1673376404,UKR
3510,9767773,804,UKR84762,84762,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Kucherivka,51.7346,34.1884,2,Ministry of Defence of Ukraine,Other,"On 14 December 2022, Russian military forces shelled in the area of Kucherivka, Sumy. Casualties unknown.",0,1673376404,UKR
3514,9767777,804,UKR84766,84766,2022-12-14,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,3,24 Channel,National,"On 14 December 2022, a civilian was wounded as a Russian mine went off in the Kyiv region near the border with Belarus (coded to Kyiv, Kyiv).",0,1673376404,UKR
3516,9767779,804,UKR84768,84768,2022-12-14,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Kyiv City,Kyiv,,Kyiv,50.4496,30.5224,1,24 Channel,National,"On 14 December 2022, Russian military forces attacked Kyiv, Kyiv with 13 kamikaze-drones, all of which were intercepted by Ukrainian air defense. The debris of the drones damaged residential houses and an administrative building. There were no casualties.",0,1673376404,UKR
3519,9767782,804,UKR84771,84771,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Leonivka,52.2583,32.8443,2,Ministry of Defence of Ukraine,Other,"On 14 December 2022, Russian military forces shelled in the area of Leonivka, Chernihiv. Casualties unknown.",0,1673376404,UKR
3521,9767784,804,UKR84773,84773,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Lypivka,52.1077,31.8556,2,Suspilne Media,National,"On 14 December 2022, Russian military forces shelled near Lypivka, Chernihiv. There were no casualties.",0,1673376404,UKR
3563,9767827,804,UKR84816,84816,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Putyvlska,Putyvl,51.3375,33.8707,2,Suspilne Media,National,"On 14 December 2022, Russian military forces shelled the Putyvlska hromada (coded to Putyvl, Sumy). There were no casualties.",0,1673376404,UKR
3565,9767829,804,UKR84818,84818,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Semenivka,52.1783,32.5818,2,Suspilne Media,National,"On 14 December 2022, Russian military forces shelled the Semenivska hromada (coded to Semenivka, Chernihiv). Casualties unknown.",0,1673376404,UKR
3566,9767830,804,UKR84819,84819,2022-12-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Suspilne Media,National,"On 14 December 2022, Russian military forces shelled the Seredyno-Budska hromada (coded to Seredyna-Buda, Sumy). There were no casualties.",0,1673376404,UKR
3614,9767650,804,UKR84639,84639,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Buchky,52.3063,33.1137,2,Ministry of Defence of Ukraine,Other,"On 13 December 2022, Russian forces shelled near Buchky, Chernihiv. Casualties unknown.",0,1673376404,UKR
3622,9767658,804,UKR84647,84647,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Esman,51.7701,34.0673,2,Suspilne Media,National,"On 13 December 2022, Russian forces shelled Esman territorial community, Sumy, damaging civilian infrastructure. Casualties unknown.",0,1673376404,UKR
3623,9767659,804,UKR84648,84648,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Hai,52.3039,33.2837,2,Ministry of Defence of Ukraine,Other,"On 13 December 2022, Russian forces shelled near Hai, Chernihiv. Casualties unknown.",0,1673376404,UKR
3635,9767671,804,UKR84660,84660,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Kucherivka,51.7346,34.1884,2,Ministry of Defence of Ukraine,Other,"On 13 December 2022, Russian forces shelled near Kucherivka, Sumy. Casualties unknown.",0,1673376404,UKR
3639,9767675,804,UKR84664,84664,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Leonivka,52.2583,32.8443,2,Ministry of Defence of Ukraine,Other,"On 13 December 2022, Russian forces shelled near Leonivka, Chernihiv. Casualties unknown.",0,1673376404,UKR
3656,9767692,804,UKR84681,84681,2022-12-13,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Chernihiv,Chernihivskyi,Dobrianska,Oleksandrivka,51.9556,31.1942,2,Suspilne Media,National,"On 13 December 2022, a civilian driver accidentally activated a landmine while moving along Verbivka-Oleksandrivka country road (coded to Oleksandrivka, Chernihiv region). The man was injured.",0,1673376404,UKR
3670,9767706,804,UKR84695,84695,2022-12-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 13 December 2022, Russian forces shelled near Seredyna-Buda, Sumy. Casualties unknown.",0,1673376404,UKR
3757,9767614,804,UKR84603,84603,2022-12-12,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 12 December 2022, Russian forces shelled near Seredyna-Buda, Sumy, with mortars and artillery. Casualties unknown.",0,1673376404,UKR
3947,9767392,804,UKR84381,84381,2022-12-10,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,3,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 10 December 2022, Russian air forces carried out drone strikes with Shaheed-136 in Odesa region (coded to Odesa). 2 drones were shot down by Ukrainian forces. Civilian infrastructure was damaged. Casualties unknown.",0,1673376403,UKR
3980,9767425,804,UKR84414,84414,2022-12-10,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Vyntorivka,52.2393,33.9533,2,Ministry of Defence of Ukraine,Other,"On 10 December 2022, Russian forces fired mortars and artillery near Vyntorivka, Sumy. Casualties unknown.",0,1673376403,UKR
3991,9767436,804,UKR84425,84425,2022-12-10,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,Novoye Vremya Ukraine; Suspilne Media,National,"On 10 December 2022, Russian forces fired mortars near Znob-Novhorodske, Sumy. No casualties.",0,1673376403,UKR
4012,9709787,804,UKR83976,83976,2022-12-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Basivka,51.1856,35.0877,2,Ministry of Defence of Ukraine,Other,"On 9 December 2022, Russian forces shelled near Basivka, Sumy. Casualties unknown.",0,1670965353,UKR
4029,9709805,804,UKR83994,83994,2022-12-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Khodyne,51.5283,34.223,2,Ministry of Defence of Ukraine,Other,"On 9 December 2022, Russian forces shelled near Velyka Khodyne, Sumy. Casualties unknown.",0,1670965353,UKR
4048,9709824,804,UKR84013,84013,2022-12-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Shalyhyne,51.5717,34.1217,2,Suspilne Media,National,"On 9 December 2022, Russian forces shelled near Shalyhyne, Sumy. Casualties unknown.",0,1670965353,UKR
4113,9709348,804,UKR83537,83537,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Khodyne,51.5283,34.223,1,24 Channel,National,"On 8 December 2022, Russian military forces shelled Khodyne, Sumy. There were no casualties.",0,1670965352,UKR
4114,9709349,804,UKR83538,83538,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Sosnivka,51.6278,34.0569,1,24 Channel,National,"On 8 December 2022, Russian military forces shelled Sosnivka, Sumy. There were no casualties.",0,1670965352,UKR
4116,9709368,804,UKR83557,83557,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,2,Suspilne Media,National,"On 8 December 2022, Russian military forces shelled the Hlukhivska hromada (coded to Hlukhiv, Sumy). There were no casualties.",0,1670965352,UKR
4154,9709734,804,UKR83923,83923,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Gremyach,52.3344,33.2886,2,Ministry of Defence of Ukraine,Other,"On 8 December 2022, Russian military forces shelled in the area of Gremyach, Chernihiv. Casualties unknown.",0,1670965353,UKR
4163,9709743,804,UKR83932,83932,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,2,Ministry of Defence of Ukraine,Other,"On 8 December 2022, Russian military forces shelled in the area of Khrinivka, Chernihiv. Casualties unknown.",0,1670965353,UKR
4164,9709744,804,UKR83933,83933,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Kindrativka,51.1409,34.7551,2,Ministry of Defence of Ukraine,Other,"On 8 December 2022, Russian military forces shelled in the area of Kindrativka, Sumy. Casualties unknown.",0,1670965353,UKR
4185,9709765,804,UKR83954,83954,2022-12-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 8 December 2022, Russian military forces shelled in the area of Seredyna-Buda, Sumy. Casualties unknown.",0,1670965353,UKR
4271,9709364,804,UKR83553,83553,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Gremyach,52.3344,33.2886,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 7 December 2022, Russian forces shelled with artillery and 82 mortars near Gremyach, Chernihiv region. No casualties.",0,1670965352,UKR
4272,9709365,804,UKR83554,83554,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 7 December 2022, Russian forces shelled with artillery and 120 mm mortars near Khrinivka, Chernihiv region. No casualties.",0,1670965352,UKR
4305,9709673,804,UKR83862,83862,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Chernatske,52.18,33.9219,2,Ministry of Defence of Ukraine,Other,"On 7 December 2022, Russian forces shelled with artillery and mortars near Chernatske, Sumy region. Casualties unknown.",0,1670965353,UKR
4330,9709698,804,UKR83887,83887,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Novovasylivka,52.3279,33.4544,2,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 7 December 2022, Russian forces shelled with artillery and mortars near Novovasylivka, Sumy region. Casualties unknown.",0,1670965353,UKR
4336,9709705,804,UKR83894,83894,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 7 December 2022, Russian forces shelled with artillery and mortars near Seredyna-Buda, Sumy region. Casualties unknown.",0,1670965353,UKR
4345,9709714,804,UKR83903,83903,2022-12-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Ulytsia,52.3076,33.6189,2,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 7 December 2022, Russian forces shelled with artillery and mortars near Ulytsia, Sumy region. Casualties unknown.",0,1670965353,UKR
