,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
13487,9561627,804,UKR75230,75230,2022-09-25,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Odeskyi,Tairovska,Tairove,46.3676,30.6522,1,Institute for the Study of War,Other,"On 25 September 2022, Russian forces hit Tairove, Odesa region with 'Shahed-136' drone. Casualties unknown.",0,1665508788,UKR
13490,9561644,804,UKR75232,75232,2022-09-25,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Karolino-Buhazka,Zatoka,46.0725,30.4653,1,Institute for the Study of War,Other,"On 25 September 2022, Russian forces hit Zatoka, Odesa region with 'Shahed-136' drone. Casualties unknown.",0,1665508788,UKR
13492,9561653,804,UKR75229,75229,2022-09-25,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Podilskyi,Podilska,Podilsk,47.7531,29.5321,1,Institute for the Study of War,Other,"On 25 September 2022, Russian forces hit Podilsk, Odesa region with 'Shahed-136' drone. Casualties unknown.",0,1665508788,UKR
13493,9561665,804,UKR75227,75227,2022-09-25,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Shabivska,Bilenke,46.0504,30.3638,1,Institute for the Study of War,Other,"On 25 September 2022, Russian forces hit Bilenke, Odesa region with 'Shahed-136' drone. Casualties unknown.",0,1665508788,UKR
13535,9546999,804,UKR74532,74532,2022-09-24,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,2,Ministry of Defence of Ukraine,Other,"On 24 September 2022, Russian forces shelled near Huta-Studenetska, Chernihiv. Casualties unknown.",0,1664907090,UKR
13646,9579787,804,UKR76077,76077,2022-09-24,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,New York Times,International,"On 24 September 2022, Russian forces conducted a drone strike using Iranian Shahed 136 drones on Odesa, Odesa region as a result of which one civilian was killed.",1,1666188232,UKR
13658,9504121,804,UKR74151,74151,2022-09-23,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Koriukivska,Khotivka,51.7193,32.4974,2,Ministry of Defence of Ukraine,Other,"On 23 September 2022, Russian forces shelled near Khotivka, Chernihiv. Casualties unknown.",0,1664300890,UKR
13744,9504723,804,UKR74237,74237,2022-09-23,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,Novoye Vremya,Regional,"On 23 September 2022, Russian-operated Sahed 136 drones conducted strikes on Odesa, Odesa damaging civilian infrastructure and killing one civilian.",1,1664300892,UKR
13745,9504826,804,UKR74152,74152,2022-09-23,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),,7,78,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,Suspilne Media,National,"On 23 September 2022, Ukrainian forces shot down two Russian Sahed 136 drones which crashed onto civilian houses, injuring some civilians, in Dnipropetrovsk oblast [coded to Dnipro, Dnipropetrovsk].",0,1664300892,UKR
13796,9504120,804,UKR74002,74002,2022-09-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,2,Ministry of Defence of Ukraine,Other,"On 22 September 2022, Russian military forces shelled near Huta-Studenetska, Chernihiv. There were no casualties.",0,1664300890,UKR
13830,9504371,804,UKR74003,74003,2022-09-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 22 September 2022, Russian military forces shelled near Senkivka, Chernihiv. Casualties unknown.",0,1664300891,UKR
13889,9504820,804,UKR74001,74001,2022-09-22,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Horodnia,51.8914,31.5957,2,Suspilne Media,National,"On 22 September 2022, Russian military forces shelled the Horodnianska hromada (coded to Horodnia, Chernihiv). There were no casualties.",0,1664300892,UKR
13949,9503623,804,UKR73824,73824,2022-09-21,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,,1,,,0,10,Europe,Ukraine,Crimea,Sevastopol,,Sevastopol,44.6121,33.5244,2,24 Channel,National,"On 21 September 2022, Ukrainian forces launched a drone strike, causing an explosion near Sevastopol, Crimea. Casualties unknown.",0,1664300889,UKR
13976,9503818,804,UKR73821,73821,2022-09-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Chernihiv,Nizhynskyi,Makiivska,Makiivka,50.6712,31.8274,1,DPR Armed Forces Press Service,Other,"On 21 September 2022, Ukrainian forces shelled DPR in Makiivka, Donetsk region. Casualties unknown.",0,1664300890,UKR
13983,9504119,804,UKR73820,73820,2022-09-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,2,Ministry of Defence of Ukraine,Other,"On 21 September 2022, Russian forces shelled near Huta-Studenetska, Chernihiv region, with tanks, mortars and various types of artillery. Casualties unknown.",0,1664300890,UKR
13985,9504125,804,UKR73822,73822,2022-09-21,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Mykhailove,52.2647,32.542,2,Ministry of Defence of Ukraine,Other,"On 21 September 2022, Russian forces shelled near Mykhailove, Chernihiv region, with tanks, mortars and various types of artillery. Casualties unknown.",0,1664300890,UKR
14126,9504118,804,UKR73701,73701,2022-09-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,2,Ministry of Defence of Ukraine,Other,"On 20 September 2022, Russian forces shelled near Huta-Studenetska, Chernihiv, using tanks, mortars and artillery. Casualties unknown.",0,1664300890,UKR
14128,9504124,804,UKR73702,73702,2022-09-20,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Mykhailove,52.2647,32.542,2,Ministry of Defence of Ukraine,Other,"On 20 September 2022, Russian forces shelled near Mykhailove, Chernihiv, using tanks, mortars and artillery. Casualties unknown.",0,1664300890,UKR
14241,9503532,804,UKR73671,73671,2022-09-19,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Voznesenskyi,Yuzhnoukrainska,Yuzhnoukrainsk,47.823,31.1842,2,Novoye Vremya Ukraine; 24 Channel,National,"On 19 September 2022, at night, Russian forces shelled the South Ukrainian Nuclear Power Plant near Yuzhnoukrainsk, Mykolaiv, with Iskander rockets. A strong explosion occurred 300 meters from the reactors. There were no casualties.",0,1664300889,UKR
14386,9504117,804,UKR73466,73466,2022-09-18,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,2,Ministry of Defence of Ukraine,Other,"On 18 September 2022, Russian forces shelled near Huta-Studenetska, Chernihiv. Casualties unknown.",0,1664300890,UKR
14411,9504314,804,UKR73559,73559,2022-09-18,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,,,0,80,Europe,Ukraine,Odesa,Odeskyi,Biliaivska,Bilyayivka,46.4832,30.2168,1,Ministry of Defence of Ukraine,Other,"On 18 September 2022, Russian forces carried out air strikes and shelled Bilyayivka, Odesa. Casualties unknown.",0,1664300891,UKR
14545,9504115,804,UKR73325,73325,2022-09-17,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Bleshnya,52.1266,32.3454,2,Ministry of Defence of Ukraine,Other,"On 17 September 2022, Russian forces shelled near Bleshnya, Chernihiv. Casualties unknown.",0,1664300890,UKR
14651,9492516,804,UKR72863,72863,2022-09-16,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,2,24 Channel,National,"On 16 September 2022, Ukrainian forces intercepted a Russian missile near Uman, Cherkasy which crashed and damaged several homes. Casualties unknown.",0,1663703413,UKR
14772,9492523,804,UKR73082,73082,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Crimea,Bakhchysaraiskyi,Bakhchysaraiska,Bakhchysarai,44.7507,33.8642,1,24 Channel,National,"On 15 September 2022, explosions, presumably as a result of the Ukrainian missile strike, were heard in Bakhchysarai, Crimea. Casualties unknown.",0,1663703413,UKR
14773,9492524,804,UKR73083,73083,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Crimea,Dzhankoiskyi,Dzhankoiska,Dzhankoy,45.7095,34.3891,1,24 Channel,National,"On 15 September 2022, explosions, presumably as a result of the Ukrainian missile strike, were heard in Dzhankoy, Crimea. Casualties unknown.",0,1663703413,UKR
14810,9492906,804,UKR72804,72804,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Halahanivka,52.2474,32.7614,2,Ministry of Defence of Ukraine,Other,"On 15 September 2022, Russian military forces shelled near Halahanivka, Chernihiv. Casualties unknown.",0,1663703414,UKR
14854,9493341,804,UKR72805,72805,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Kindrativka,51.1409,34.7551,2,Ministry of Defence of Ukraine,Other,"On 15 September 2022, Russian military forces shelled near Kindrativka, Sumy. Casualties unknown.",0,1663703415,UKR
14872,9493537,804,UKR73085,73085,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,,,0,10,Europe,Ukraine,Crimea,Yevpatoriiskyi,Zaozernenska,Zaozerne,45.1561,33.2754,1,Sprotyv,National,"On 15 September 2022, an explosion was heard in Zaozerne, Crimea, presumably as a result of a Ukrainian missile strike. Casualties unknown.",0,1663703416,UKR
14879,9493548,804,UKR72588,72588,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,1,Suspilne Media,National,"On 15 September 2022, Russian military forces shelled Seredyna-Buda, Sumy. The shelling caused a blackout. Casualties unknown.",0,1663703416,UKR
14880,9493554,804,UKR72809,72809,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Novhorod-Siverskyi,51.9984,33.2651,2,Suspilne Media,National,"On 15 September 2022, Russian military forces shelled the Novhorod-Siverska hromada (coded to Novhorod-Siverskyi, Chernihiv). Casualties unknown.",0,1663703416,UKR
14881,9493555,804,UKR72811,72811,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Semenivka,52.1783,32.5818,2,Suspilne Media,National,"On 15 September 2022, Russian military forces shelled the Semenivska hromada (coded to Semenivka, Chernihiv). Casualties unknown.",0,1663703416,UKR
14889,9493577,804,UKR72803,72803,2022-09-15,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Suspilne Media,National,"On 15 September 2022, Russian military forces shelled the Bilopilska hromada (coded to Bilopillia, Sumy). Casualties unknown.",0,1663703416,UKR
14986,9492937,804,UKR72786,72786,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Bleshnya,52.1266,32.3454,2,Ministry of Defence of Ukraine,Other,"On 14 September 2022, Russian forces shelled near Bleshnya, Chernihiv region. Casualties unknown.",0,1663703414,UKR
15011,9493117,804,UKR72797,72797,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 14 September 2022, Russian forces shelled near Senkivka, Chernihiv region, with cannon artillery, mortars and tanks. Casualties unknown.",0,1663703414,UKR
15014,9493152,804,UKR72798,72798,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Yampil,Stepne,52.0911,33.7439,2,Ministry of Defence of Ukraine,Other,"On 14 September 2022, Russian forces shelled near Stepne, Sumy region, with cannon artillery, mortars and tanks. Casualties unknown.",0,1663703414,UKR
15042,9493390,804,UKR72795,72795,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Novovasylivka,52.3279,33.4544,2,Ministry of Defence of Ukraine,Other,"On 14 September 2022, Russian forces shelled near Novovasylivka, Sumy region. Casualties unknown.",0,1663703415,UKR
15066,9493552,804,UKR72524,72524,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Halahanivka,52.2474,32.7614,1,Suspilne Media,National,"On 14 September 2022, Russian forces shelled Halahanivka, Sumy region. Casualties unknown.",0,1663703416,UKR
15085,9493603,804,UKR72425,72425,2022-09-14,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Kostiantynivka,51.1716,34.7686,1,Suspilne Media,National,"On 14 September 2022, Russian forces shelled Kostiantynivka, Sumy region, having damaged private houses. No casualties.",0,1663703416,UKR
15129,9492912,804,UKR72508,72508,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Stukalivka,51.2093,34.2886,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Stukalivka, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703414,UKR
15131,9492923,804,UKR72491,72491,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Mykhalchyna-Sloboda,52.3128,33.2108,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Mykhalchyna-Sloboda, Chernihiv, with tanks, mortars and artillery. Casualties unknown.",0,1663703414,UKR
15132,9492925,804,UKR72476,72476,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Sosnytska,Hai,51.649,32.378,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Hai, Chernihiv, with tanks, mortars and artillery. Casualties unknown.",0,1663703414,UKR
15185,9493359,804,UKR72511,72511,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Tovstodubove,51.8469,34.2477,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Tovstodubove, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703415,UKR
15190,9493386,804,UKR72471,72471,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Atynske,51.2311,34.2763,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Atynske, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703415,UKR
15195,9493430,804,UKR72482,72482,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Kharkivka,51.7024,34.2442,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Kharkivka, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703415,UKR
15196,9493438,804,UKR72478,72478,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Hudove,51.5363,34.1744,1,Ministry of Defence of Ukraine,Other,"On 13 September 2022, Russian forces shelled civilian infrastructure in Hudove, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703415,UKR
15204,9493560,804,UKR72642,72642,2022-09-13,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,Suspilne Media,National,"On 13 September 2022, Russian forces fired mortars at Znob-Novhorodske territorial community, Sumy, hitting civilian infrastructure (coded to Znob-Novhorodske). There were no casualties.",0,1663703416,UKR
15245,9492952,804,UKR72922,72922,2022-09-12,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,Ministry of Defence of Ukraine,Other,"On 12 September 2022, Russian forces launched an airstrike at Dnipro, Dnipropetrovsk, hitting civilian infrastructure. Casualties unknown.",0,1663703414,UKR
15293,9493380,804,UKR72279,72279,2022-09-12,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Kindrativka,51.1409,34.7551,1,Ministry of Defence of Ukraine,Other,"On 12 September 2022, Russian forces shelled civilian and military infrastructure in Kindrativka, Sumy, with tanks, mortars and artillery. Casualties unknown.",0,1663703415,UKR
15311,9493564,804,UKR72635,72635,2022-09-12,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Suspilne Media,National,"On 12 September 2022, Russian forces fired mortars at Bilopillia territorial community, Sumy, hitting civilian infrastructure (coded to Bilopillia). There were no casualties.",0,1663703416,UKR
15328,9492454,804,UKR72872,72872,2022-09-11,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,Civilians (Ukraine),,7,78,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,Ministry of Defence of Ukraine; 24 Channel,Other-National,"On 11 September 2022, Russian forces carried out air strikes and shelled Dnipro, Dnipropetrovsk. Civilian infrastructure was damaged. 1 civilian was injured.",0,1663703412,UKR
15330,9492456,804,UKR72874,72874,2022-09-11,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,Civilians (Ukraine),,7,78,Europe,Ukraine,Mykolaiv,Voznesenskyi,Voznesenskaya,Voznesensk,47.585,31.3321,1,Ministry of Defence of Ukraine; 24 Channel,Other-National,"On 11 September 2022, Russian forces carried out air strikes and shelled Voznesensk, Mykolaiv. At least 2 civilians were injured.",0,1663703412,UKR
15334,9492525,804,UKR72634,72634,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,2,24 Channel,National,"On 11 September 2022, Ukrainian forces shot down a Russian rocket near Uman, Cherkasy. Civilian infrastructure was damaged by rocket fragments. No casualties.",0,1663703413,UKR
15390,9493145,804,UKR72737,72737,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Lynove,51.3261,34.0549,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Lynove, Sumy. Casualties unknown.",0,1663703414,UKR
15391,9493146,804,UKR72739,72739,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Yampil,Maiske,52.0752,33.6997,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Maiske, Sumy. Casualties unknown.",0,1663703414,UKR
15434,9493347,804,UKR72711,72711,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.2775,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Bachivsk, Sumy. Casualties unknown.",0,1663703415,UKR
15443,9493392,804,UKR72759,72759,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Seredyna-Buda, Sumy. Casualties unknown.",0,1663703415,UKR
15446,9493403,804,UKR72777,72777,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Mykolaivska,Yastrubyne,51.143,34.6287,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Yastrubyne, Sumy. Casualties unknown.",0,1663703415,UKR
15448,9493412,804,UKR72717,72717,2022-09-11,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Ministry of Defence of Ukraine,Other,"On 11 September 2022, Russian forces shelled near Bilopillia, Sumy. Casualties unknown.",0,1663703415,UKR
15478,9492514,804,UKR72443,72443,2022-09-10,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Pervomaiskyi,Pervomaiska,Pervomaysk,48.0443,30.8507,1,24 Channel,National,"On 10 September 2022, Russian forces shelled Pervomaysk, Mykolaiv. Civilian infrastructure was damaged. Casualties unknown.",0,1663703413,UKR
15522,9492978,804,UKR72880,72880,2022-09-10,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,Ministry of Defence of Ukraine,Other,"On 10 September 2022, Russian forces carried out air strikes and shelled Dnipro, Dnipropetrovsk. Casualties unknown.",0,1663703414,UKR
15580,9493301,804,UKR72878,72878,2022-09-10,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,,,0,80,Europe,Ukraine,Mykolaiv,Pervomaiskyi,Blahodatnenska,Blahodatne,47.9923,31.1428,1,Ministry of Defence of Ukraine,Other,"On 10 September 2022, Russian forces carried out air strikes and shelled Blahodatne, Mykolaiv. Casualties unknown.",0,1663703415,UKR
15588,9493374,804,UKR72671,72671,2022-09-10,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Lynove,51.3261,34.0549,2,Ministry of Defence of Ukraine,Other,"On 10 September 2022, Russian forces shelled near Lynove, Sumy. Casualties unknown.",0,1663703415,UKR
15600,9493444,804,UKR72648,72648,2022-09-10,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Ministry of Defence of Ukraine,Other,"On 10 September 2022, Russian forces shelled near Bilopillia, Sumy. Casualties unknown.",0,1663703415,UKR
15655,9480896,804,UKR72017,72017,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Sosnytska,Hai,51.649,32.378,2,Ministry of Defence of Ukraine,Other,"On 9 September 2022, Russian forces shelled near Hai, Chernihiv. Casualties unknown.",0,1663096251,UKR
15671,9481301,804,UKR72055,72055,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 9 September 2022, Russian forces shelled near Senkivka, Chernihiv. Casualties unknown.",0,1663096252,UKR
